1.254e+5	5.5564e-15
1.381e+5	4.3144e-15
1.521e+5	3.3507e-15
1.674e+5	2.6029e-15
1.844e+5	2.0224e-15
2.030e+5	1.5717e-15
2.236e+5	1.2216e-15
2.462e+5	9.4975e-16
2.711e+5	7.3852e-16
2.986e+5	5.7437e-16
3.288e+5	4.4679e-16
3.620e+5	3.4761e-16
3.987e+5	2.7049e-16
4.390e+5	2.1052e-16
4.834e+5	1.6387e-16
5.323e+5	1.2757e-16
5.862e+5	9.9334e-17
6.455e+5	7.7357e-17
7.108e+5	6.0251e-17
7.827e+5	4.6934e-17
8.619e+5	3.6565e-17
9.492e+5	2.8491e-17
1.045e+6	2.2202e-17
1.151e+6	1.7304e-17
1.267e+6	1.3487e-17
1.396e+6	1.0514e-17
1.537e+6	8.1971e-18
1.692e+6	6.3914e-18
1.864e+6	4.9838e-18
2.052e+6	3.8519e-18
